RepositoryGitHubName,RepositoryShortName,App,Source,Commits,AppFolder,JavaFiles,xmlFiles,Cfiles,Hfiles,PYFiles,JSFiles,LinesOfCodesJava,Contributors,FilteredPerformance,StartTimestamp,EndTimestamp,Install,Category,Release
thelollies/MPC,MPC,thelollies.mpc,G,66,MPC/,11,22,0,0,0,0,2193,1,0,1361756679,1402448928, 5000-10000 ,Music and audio,0
shaubert/android-dirty-wall,android-dirty-wall,com.shaubert.dirty,G,29,/,190,61,0,0,0,0,68757,1,1,1344873262,1422231144, 5000-10000 ,Social,0
KodarKooperativet/NotificationStopwatch,NotificationStopwatch,com.kodarkooperativet.notificationstopwatch,G,21,/,6,26,0,0,0,0,758,1,1,1378112083,1428416117, 1000-5000 ,Tools,0
gektor650/checkersCorners,checkersCorners,net.mydebug.corners,G,45,/,55,11,0,0,0,0,4611,1,0,1365704588,1381946131, 100000-500000 ,Games,0
asafge/PocketPlus,PocketPlus,com.asafge.pocketplus,G,111,/,100,98,0,0,0,0,34985,2,0,1375028536,1419142787, 10000-50000 ,News & Magazines,0
aliok/flashcards,flashcards,tr.com.aliok.flashcards,G,80,flashcards-android/,2,6,0,0,1,0,67,1,0,1327764712,1332551232, 1000-5000 ,Education,0
yanniks/android_packages_apps_UpdateChecker,android_packages_apps_UpdateChecker,de.yanniks.cm_updatechecker,G,88,/,18,15,0,0,0,0,1247,2,0,1361283793,1374672262, 1000-5000 ,Productivity,0
jbruchanov/FastNote,FastNote,com.scurab.android.idearecorder,G,37,IdeaRecorderApp/,34,19,0,0,0,0,3545,2,0,1332763357,1391024239, 1000-5000 ,Tools,0
rokzin/converto,converto,com.rokzin.converto,G,33,/,38,17,0,0,0,0,4414,1,0,1371178612,1395334579, 50-100 ,Education,0
utolosa002/BerziklApp,BerziklApp,gipuzkoa.hondakinak,G,11,/,15,30,0,0,0,0,1922,1,0,1362952842,1417193564, 100-500 ,Social,0
AndruByrne/Rezzo,Rezzo,com.andrubyrne.rezzo,G,30,/,13,69,0,0,0,0,2294,1,1,1374891766,1381673441,na,Tools,0
mark3049/PI-Calculator,PI-Calculator,com.markchung.picalculator,G,13,/,2,19,0,0,0,0,476,1,0,1347524371,1405048302, 5000-10000 ,Finance,1
loadrunner/wmg-android,wmg-android,ro.weednet.wmg,G,92,/,44,47,0,0,0,0,7658,2,0,1326040390,1392574675, 50000-100000 ,Finance,0
wststreet2/LcdLiveWallpaper,LcdLiveWallpaper,org.kamehamehaaa.android.livewallpaper,G,198,LiveWallpaper/,16,13,0,0,0,0,2268,1,0,1361468416,1400865318, 10000-50000 ,Customization,0
alt236/Wifi-Key-Recovery---Android,Wifi-Key-Recovery---Android,aws.apps.wifiKeyRecovery,G,12,/,9,12,0,0,0,0,1652,1,0,1330044994,1394223939, 1000000-5000000 ,Tools,2
evisong/noodlesmaster,noodlesmaster,me.evis.mobile.noodle,G,109,zxing/,304,52,0,0,0,0,46019,2,0,1286670158,1410304932, 1000-5000 ,Tools,3
stevewest/VO-Miner,VO-Miner,com.uruwolf.vominer,G,50,/,9,8,0,0,0,0,1173,1,0,1336212745,1387065656, 100-500 ,Tools,5
shlusiak/FruPic-App,FruPic-App,de.saschahlusiak.frupic,G,213,/,52,27,0,0,0,0,7862,1,1,1330031143,1440941350, 100-500 ,Photography,22
fsauter/mensa-furtwangen,mensa-furtwangen,de.hfu.mensa,G,26,/,22,18,0,0,0,0,2450,2,0,1358594626,1411732645, 1000-5000 ,Productivity,1
desaster/sdcardwatcher,sdcardwatcher,com.desaster.sdcardwatcher,G,10,/,14,8,0,0,0,0,1218,1,0,1347854860,1416140205, 5000-10000 ,Tools,0
stdev293/battery-waster-android,battery-waster-android,com.stdev293.batterywasterdemo,G,21,/,22,8,0,0,0,0,2272,1,0,1354409708,1405113288, 10000-50000 ,Tools,0
asafge/NewsBlurPlus,NewsBlurPlus,com.asafge.newsblurplus,G,404,NewsBlurPlus/,98,99,0,0,0,0,38448,2,0,1373011469,1419142764, 100-500 ,News & Magazines,6
robzerg/chordtransposer-android,chordtransposer-android,de.chillercode.chordtransposer,G,34,/,15,30,0,0,0,0,1189,1,0,1367014756,1394668174, 10000-50000 ,Music and audio,3
ehalferty/PghTraffic,PghTraffic,com.ehalferty.pghtraffic,G,12,PghTraffic/,10,11,0,0,0,0,540,1,0,1333954921,1343800718, 5000-10000 ,Transportation,0
dokgu/JoinDOTA,JoinDOTA,com.dokgu.joindota,G,86,/,13,27,0,0,0,0,2674,1,0,1329330210,1350867091, 10000-50000 ,Entertainment,0
harism/android_wallpaper_yinyang,android_wallpaper_yinyang,fi.harism.wallpaper.yinyang,G,27,/,1,3,0,0,0,0,353,1,0,1335909247,1340444567, 10000-50000 ,Customization,0
ricburton/Tug,Tug,com.kite.tug,G,61,/,11,10,0,0,0,0,1851,2,0,1331025230,1371775901, 500-1000 ,Lifestyle,0
hongsenliu/chinese-checkers,chinese-checkers,org.scoutant.cc,G,122,/,37,30,0,0,0,0,3509,3,0,1309183676,1354724585, 100000-500000 ,Games,0
charlieCollins/embiggen,embiggen,com.totsp.embiggen,G,29,host/,15,11,0,0,0,0,2958,1,0,1350344547,1361455852, 100-500 ,Media & Video,0
patedit/Alarm-Widget,Alarm-Widget,com.patedit.android&amp,G,10,/,13,16,0,0,0,0,2273,1,0,1344394411,1366426174, 50000-100000 ,Tools,0
loisaidasam/talking-james,talking-james,com.samsandberg.talkingjames,G,10,/,3,3,0,0,0,0,332,1,0,1332679979,1361249932, 500-1000 ,Entertainment,3
jsanc623/Android-BattyNotifier,Android-BattyNotifier,com.jsanc623.batty.notifier&amp,G,20,src/,7,9,0,0,0,0,595,1,0,1357354390,1410976062, 100-500 ,Productivity,0
harism/android_lucidchat,android_lucidchat,fi.harism.lucidchat,G,108,/,18,53,0,0,0,0,4395,1,0,1339543380,1361983860, 100-500 ,Communication,0
nitinarv/StudyGroupX,StudyGroupX,com.group.studyproject,G,15,app/src/main/,44,64,0,0,0,0,3356,1,0,1376927717,1437050876, 10-50 ,Education,0
arnaudbreton/reste-assis-tes-prevenu,reste-assis-tes-prevenu,com.resteassistesprevenu,G,191,/,32,31,0,0,0,0,4370,1,0,1300012963,1353951220, 10000-50000 ,Transportation,8
keithzg/paulmillerisoffline,paulmillerisoffline,ca.keithzg.paulmiller.is.offline,G,59,android/,9,24,0,0,0,0,769,5,0,1362267081,1366155514, 1000-5000 ,Lifestyle,9
ktrnka/droidling,droidling,com.github.ktrnka.droidling,G,132,/,28,34,0,0,1,0,5741,1,4,1340409178,1414384234, 1000-5000 ,Social,4
konr/tomatinho-mobile,tomatinho-mobile,com.tomatinho_mobile,G,19,android/,5,7,0,0,0,0,180,1,0,1347235505,1368039244, 100-500 ,Productivity,0
mcandre/hello-ruboto,hello-ruboto,us.yellosoft.helloruboto,G,18,/,14,6,0,0,0,0,4365,1,0,1354857029,1410025572, 500-1000 ,Libraries & Demo,0
noboru-i/ReadItNow,ReadItNow,hm.orz.chaos114.android.readitnow,G,44,/,26,25,0,0,0,0,2709,1,0,1353844344,1406261283, 100-500 ,Productivity,8
project-voodoo/audio-measurements-player-app,audio-measurements-player-app,org.projectvoodoo.audiomeasurementsplayer,G,14,/,50,4,0,0,0,0,7708,1,1,1338149527,1361666305, 10000-50000 ,Music and audio,0
marin-liovic/Fast-Brightness-Control-Widget,Fast-Brightness-Control-Widget,com.mod.android.widget.fbcw,G,14,/,8,10,0,0,0,0,378,2,0,1372871510,1394370298, 10000-50000 ,Customization,0
Dewep/IntranetEpitech,IntranetEpitech,net.dewep.intranetepitech,G,11,/,37,33,0,0,0,0,4034,1,0,1368739419,1424781998, 5000-10000 ,Tools,0
tecnosys/litecoin-widget,litecoin-widget,org.phauna.litecoinwidget&amp,G,67,/,15,13,0,0,0,0,2923,1,0,1364261911,1374951948, 50000-100000 ,Finance,0
johnnycardy/harmonica-key-finder,harmonica-key-finder,com.johnnycardy.keyfinder,G,43,android-package/,3,6,0,0,0,1,73,1,0,1334511179,1372456846, 50000-100000 ,Music and audio,0
sweetiepiggy/Report-Malaysia-Taxi,Report-Malaysia-Taxi,com.sweetiepiggy.reportmalaysiataxi,G,267,/,24,27,0,0,0,0,4337,2,0,1328671336,1375710006, 5000-10000 ,Travel & Local,24
sureshs592/where-is-my-cash,where-is-my-cash,com.suresh.whereismycash,G,127,/,9,19,0,0,0,0,1266,1,0,1344270661,1419197792, 1000-5000 ,Finance,5
bkueng/clash_of_balls,clash_of_balls,com.sapos_aplastados.game.clash_of_balls,G,421,/,83,3,0,0,0,0,13372,1,0,1352998987,1367047967, 1000-5000 ,Games,3
hrk/androidTileMapEditor,androidTileMapEditor,it.sineo.android.tileMapEditor,G,27,/,13,23,0,0,0,0,3206,1,0,1330246993,1392989375, 10000-50000 ,Entertainment,1
sweetiepiggy/Every-Locale,Every-Locale,com.sweetiepiggy.everylocale,G,53,/,2,10,0,0,0,0,357,1,0,1328976062,1373124165, 5000-10000 ,Tools,8
karhatsu/Suosikkipysakit,Suosikkipysakit,com.karhatsu.suosikkipysakit,G,186,/,49,22,0,0,0,0,3396,1,0,1351015767,1406188735, 1000-5000 ,Transportation,8
cycojesus/IDontWannaWakeUpLikeCrap,IDontWannaWakeUpLikeCrap,com.gwenhael.idontwannawakeuplikecrap,G,90,/,2,8,0,0,0,0,211,1,0,1328990026,1345817387, 1000-5000 ,Health and Fitness,1
foxish/timeManager,timeManager,com.anirudhr.timeMan,G,24,/,20,23,0,0,0,0,6190,4,0,1356374978,1396602615, 100-500 ,Productivity,0
neelk07/Pillscribe,Pillscribe,info.nk.budge,G,19,/,11,18,0,0,0,0,689,2,0,1363564787,1389738335, 1000-5000 ,Finance,0
blundell/RealBeauty,RealBeauty,com.realbeauty.allie,G,24,/,27,42,0,0,0,0,994,1,0,1363697689,1368892217, 100-500 ,Lifestyle,0
kc1212/matcalc,matcalc,com.cong89.matcalc,G,30,/,6,9,0,0,0,0,843,1,0,1346729534,1349735090, 1000-5000 ,Tools,0
manuel-palacio/CNG-Stations,CNG-Stations,net.palacesoft.cngstation&amp,G,113,client/,10,8,0,0,0,0,1170,1,1,1341435687,1370441892, 1000-5000 ,Transportation,0
kt3k/com.kt3k.app.hw,com.kt3k.app.hw,com.kt3k.app.hw,G,33,/,1,3,0,0,0,3,1049,2,0,1350823560,1371535640, 10000-50000 ,Business,1
tijee/toulousesport,toulousesport,com.thomasgallinari.toulousesports,G,10,android/,3,9,0,0,0,0,186,1,0,1358545732,1362239534, 100-500 ,Games,0
cmykola/Lexin,Lexin,com.mykola.lexinproject,G,58,/,39,38,0,0,0,0,9755,1,1,1346534137,1370642360, 10000-50000 ,Education,0
pfn/advanced-keyguard-manager,advanced-keyguard-manager,com.hanhuy.android.bluetooth.keyguard,G,32,/,14,19,0,0,0,0,1983,1,0,1374503288,1418670741, 100-500 ,Tools,6
mehmetakiftutuncu/eshotroid-legacy,eshotroid-legacy,com.mehmetakiftutuncu.eshotroid,G,32,Eshotroid_1.1/PullToRefresh/,21,32,0,0,0,0,4757,1,0,1362873468,1390417786, 10000-50000 ,Transportation,3
jamessanford/kegs,kegs,com.froop.app.kegs,G,153,/,27,7,33,29,1,0,3380,1,2,1344296055,1399425655, 10000-50000 ,Libraries & Demo,6
sticksoft/ADCPU-16Emu,ADCPU-16Emu,uk.co.sticksoft.adce,G,124,/,52,4,0,0,0,0,10889,3,0,1333581844,1360279040, 1000-5000 ,Tools,17
shivanarrthine/take-away-malaysia,take-away-malaysia,com.narrthine.takeawaymalaysia,G,16,/,5,25,0,0,0,0,366,2,0,1354678350,1430557870, 10000-50000 ,Lifestyle,0
edward9145/BeetleGo,BeetleGo,game.edw.beetlego,G,14,BeetleGo/,40,58,0,0,0,0,3734,1,0,1348131458,1450315682, 100-500 ,Games,0
tusharsappal/NewsBurner,NewsBurner,com.tusharsappal.newsburner,G,17,/,12,21,0,0,0,0,5823,1,0,1378717689,1406048594, 10-50 ,Education,0
kurtmc/MyEarnings,MyEarnings,com.mcalpinedevelopment.calculatepay&amp,G,116,app/src/main/,20,11,0,0,0,0,2124,1,0,1375145193,1446698584, 1000-5000 ,Tools,2
tobiasschuerg/AndroidExpenses,AndroidExpenses,com.tobiasschuerg.expenses,G,70,app/src/main/,47,20,0,0,0,0,5136,1,0,1344550289,1448493690, 1000-5000 ,Finance,1
alt236/Under-the-Hood---Android,Under-the-Hood---Android,aws.apps.underthehood,G,16,/,9,15,0,0,0,0,1716,1,0,1334437907,1349219939, 10000-50000 ,Tools,1
danny6514/Resistor,Resistor,com.dyang.fourband,G,23,/,23,25,0,0,0,0,6936,1,0,1334368508,1399596151, 50000-100000 ,Tools,0
lolapriego/cobrador_del_frac,cobrador_del_frac,com.lolapau.cobradordelfrac&amp,G,98,/,20,29,0,0,0,0,3384,2,0,1367060416,1394670782, 500-1000 ,Finance,0
jongha/android-ipchecker,android-ipchecker,net.mrlatte.ipchecker,G,21,app/src/main/,6,11,0,0,0,0,477,1,0,1368363302,1449336019, 1000-5000 ,Tools,0
petrkle/tabulka,tabulka,cz.kle.tabulka,G,115,/,2,31,0,0,0,1,176,1,0,1362328497,1455044180, 50000-100000 ,Education,0
matyo91/ChinesePuzzle,ChinesePuzzle,com.darkwood.chinesepuzzle,G,415,Android/Project/,1,3,0,0,0,1,28,1,0,1323183000,1447515016, 100-500 ,Games,2
midhunhk/message-counter,message-counter,com.ae.apps.messagecounter,G,192,v2/MessageCounter/,27,29,0,0,0,0,2864,1,2,1367552039,1451392494, 50000-100000 ,Tools,16
ashishb/AppInfo,AppInfo,com.ashish.appinfo,G,17,/,4,6,0,0,0,0,578,1,0,1348466327,1384158954, 50-100 ,Productivity,0
sndurkin/notification-check,notification-check,com.sndurkin.notificationcheck,G,31,/,11,15,0,0,0,0,1369,1,0,1371479135,1394427202, 5000-10000 ,Tools,0
uberspot/AnagramSolver,AnagramSolver,com.as.anagramsolver,G,46,/,4,20,0,0,0,0,982,1,2,1365499466,1407245727, 5000-10000 ,Games,6
panatoli/JNP-libgdx-Box2D,JNP-libgdx-Box2D,com.shval.springer,G,64,jnp-gdx-android/,3,3,0,0,0,0,50,1,0,1364800280,1393019248, 100-500 ,Games,0
azki/smishing,smishing,org.azki.smishing,G,51,/,3,10,0,0,0,0,658,1,0,1378886803,1404217883, 10000-50000 ,Tools,0
remibantos/sfquizz,sfquizz,org.android.sfquizz,G,39,/,11,11,0,0,0,0,1487,2,0,1357263788,1387459077, 1000-5000 ,Games,0
ColdStart/ColdStart,ColdStart,io.coldstart.android,G,30,/,26,63,0,0,0,0,4410,1,0,1367054774,1373716767, 500-1000 ,Tools,0
youten/KanJisyo,KanJisyo,youten.redo.musuroom.kanjisyo&amp,G,27,app/src/main/,3,8,0,0,0,0,281,1,0,1371912242,1455203130, 1000-5000 ,Entertainment,0
xstreck1/BurningTouch,BurningTouch,justaconcept.games.burningtouch&amp,G,51,BurningTouch-android/,4,4,0,0,0,0,204,1,0,1374147873,1435176190, 100-500 ,Games,0
hanneseilers/Mensa-SH,Mensa-SH,de.hanneseilers.mensash&amp,G,130,Mensa-SH/,16,28,0,0,0,0,1860,4,0,1374086983,1423736371, 100-500 ,Lifestyle,8
mstrey/Sorting,Sorting,br.nom.strey.maicon.sorting,G,21,/,2,24,0,0,0,0,1076,2,0,1369698030,1377107563, 100-500 ,Education,0
mickadam/PinholeCalculator,PinholeCalculator,com.madam.PinHoleCalculator,G,14,/,6,12,0,0,0,0,1740,1,0,1345024125,1409517175, 5000-10000 ,Photography,0
mxrguspxrt/aabitsaraamat,aabitsaraamat,ee.aabitsaraamat.www,G,96,android/Aabitsaraamat/,4,10,0,0,0,0,3547,1,0,1374400879,1401752278, 500-1000 ,Education,0
xisberto/workschedule,workschedule,net.xisberto.work_schedule,G,269,/,22,44,0,0,0,0,2831,1,0,1353768263,1404351298, 1000-5000 ,Productivity,0
amsoftgroup/dcmetro_android,dcmetro_android,com.sombrerosoft.android.wmata,G,13,/,32,31,0,0,0,0,5199,1,0,1310272197,1427414368, 5000-10000 ,Transportation,0
NorthernStars/NAO-Com,NAO-Com,de.robotik.nao.communicator,G,113,NAO-Communicator/,47,43,0,0,0,0,6817,2,1,1394007710,1445090901, 1000-5000 ,Tools,3
gnarizzy/GameRatingCalculator,GameRatingCalculator,com.Centaurii.app.RatingCalculator,G,57,/,32,33,0,0,0,0,2745,3,0,1368945965,1400187753, 1000-5000 ,Entertainment,0
bjerva/tsp-lexikon-android,tsp-lexikon-android,com.bjerva.tsplex,G,88,/,257,357,0,0,3,0,79245,1,2,1356098960,1364496380, 10000-50000 ,Education,6
faisal22/Halo,Halo,com.paranoid.halo,G,64,/,9,20,0,0,0,0,1009,4,0,1368925310,1372989570, 100000-500000 ,Customization,0
chatea/FileController,FileController,com.cha122977.android.filecontroller&amp,G,91,/,12,23,0,0,0,0,2696,2,0,1333391038,1399494614, 5000-10000 ,Productivity,10
jpapayan/tuberun_android,tuberun_android,com.papagiannis.tuberun,G,213,/,131,94,0,0,0,0,21630,1,0,1319313890,1379367403, 5000-10000 ,Transportation,16
ferustigris/digger,digger,ferus.tigris.digger,G,61,/,2,5,0,0,0,41,22,2,0,1364110249,1407655164, 1000-5000 ,Games,4
NateLove/BT4Android-trunk,BT4Android-trunk,com.love.apps.BT4U,G,38,BT4Android/,18,32,0,0,0,0,3193,4,0,1346272514,1364443240, 1000-5000 ,Transportation,0
xtuaok/android_share_gyazo,android_share_gyazo,xtuaok.sharegyazo,G,38,app/src/main/,5,19,0,0,0,0,940,1,0,1352879275,1451889612, 1000-5000 ,Tools,0
codeskraps/sBrowser,sBrowser,com.codeskraps.sbrowser,G,38,app/src/main/,32,30,0,0,0,0,5617,1,0,1330181891,1454867016, 1000-5000 ,Communication,0
alinmindroc/Mood-Player,Mood-Player,ncit.opencv.samples.facedetect,G,31,/,38,19,0,1,0,0,5516,2,0,1372507293,1452771262, 1000-5000 ,Music and audio,0
PileOnDevs/pile-on,pile-on,com.game.pileon,G,62,/,23,18,0,0,0,0,2923,3,0,1345687890,1362895044, 100-500 ,Games,0
v1k/palabras,palabras,com.mates120.myword,G,90,/,21,29,0,0,0,0,1891,2,0,1370822494,1415412910, 100-500 ,Education,0
xstreck1/MedicalScanner,MedicalScanner,trikita.obsqr&amp,G,62,/,9,20,0,0,0,0,1202,1,0,1348480380,1359827584, 10000-50000 ,Tools,0
brookman/vJoy,vJoy,eu32k.vJoy,G,71,vJoy-android/,1,3,0,0,0,0,17,2,0,1359989584,1388771014, 1000-5000 ,Entertainment,0
fabuzaid21/BuzzBuddy,BuzzBuddy,com.buzzbuddy.android,G,94,/,102,112,0,0,0,0,35437,1,0,1357324298,1361250257, 1000-5000 ,Productivity,2
RafaelKeramidas/SAMPApp,SAMPApp,com.rafaelk.sampapp&amp,G,16,/,7,22,0,0,0,0,1472,1,0,1339077405,1440703410, 1000000-5000000 ,Tools,0
marcusschiesser/gallerista,gallerista,de.marcusschiesser.wallpapers,G,40,Gallerista/,17,12,0,0,0,0,1371,1,0,1360938030,1419599104, 1000-5000 ,Customization,0
sweetiepiggy/Raspberry-Bus-Malaysia,Raspberry-Bus-Malaysia,com.sweetiepiggy.raspberrybusmalaysia,G,302,/,11,24,0,0,1,0,4712,1,0,1332933042,1373042564, 1000-5000 ,Travel & Local,18
conorstarrs/DoINeedMyCoat,DoINeedMyCoat,com.conorstarrs.doineedmycoat,G,21,/,11,11,0,0,0,0,1715,1,1,1368734356,1423940756, 500-1000 ,Weather,0
dstahlke/rdn-wallpaper,rdn-wallpaper,org.stahlke.rdnwallpaper,G,110,/,9,11,0,0,1,0,2701,1,1,1375039208,1389557863, 100-500 ,Customization,0
jedimatt42/googletv_ncid,googletv_ncid,net.cwfk.ig88.ncid,G,10,/,8,6,0,0,0,0,420,1,0,1367688019,1374815512, 100-500 ,Communication,0
rpandey1234/Algorithm-Helper,Algorithm-Helper,edu.stanford.rkpandey,G,13,/,15,9,0,0,0,2,511,1,0,1326229167,1357174313, 5000-10000 ,Education,0
guoguo12/chemistry-data,chemistry-data,org.sparkfiregames.chemdata,G,13,/,5,10,0,0,0,0,447,1,0,1377994532,1380858594, 1000-5000 ,Education,4
karkum/HokieHelper,HokieHelper,org.mad.app.hokiehelper,G,21,/,74,43,0,0,0,0,16735,3,0,1336331817,1348382970, 1000-5000 ,Productivity,0
Stimim/TarotHelper,TarotHelper,com.stimim.tarothelper,G,14,/,9,16,0,0,0,0,1593,1,0,1374908209,1393159784, 100-500 ,Tools,1
kyriog/rights-alert,rights-alert,fr.keuse.rightsalert,G,40,/,8,8,0,0,0,0,540,1,0,1335209653,1341244097, 100-500 ,Tools,3
grchld/rftg-scorer,rftg-scorer,org.rftg.scorer,G,202,/,28,5,0,0,1,0,3553,2,0,1358682517,1389404713, 1000-5000 ,Entertainment,0
michael-wang/tatala,tatala,com.studioirregular.bonniesbrunch,G,36,engine/,28,1,0,0,0,0,3891,1,0,1345434788,1352444446, 500000-1000000 ,Games,0
victoraldecoa/peixe-android,peixe-android,pcs2420.app.peixe,G,15,peixe-android/,8,31,0,0,0,0,2559,2,0,1352479663,1366653337, 5000-10000 ,Tools,2
davidschwegler/lfnw,lfnw,com.appenjoyment.lfnw,G,87,src/,34,30,0,0,0,0,5405,1,0,1366529611,1430067255, 100-500 ,Books & Reference,0
mobiRic/StackFlairWidget,StackFlairWidget,mobiric.demo.flairstackwidget,G,22,/,14,20,0,0,0,0,1951,1,0,1366643494,1411378962, 50-100 ,Libraries & Demo,1
andyli/BezelCursor,BezelCursor,net.onthewings.bezelcursor,G,70,/,1,8,0,0,0,0,81,1,0,1372687916,1428928881, 500-1000 ,Tools,1
ftlno/MuteMate,MuteMate,li.ftl.mutemate,G,35,/,2,11,0,0,0,0,286,2,0,1358715902,1394551552, 100-500 ,Tools,0
adiviness/DrunkFriend,DrunkFriend,com.austindiviness.drunkfriend,G,48,/,8,15,0,0,0,0,986,1,0,1359930931,1376971118, 100-500 ,Tools,0
jpjodoin/transport-mtl,transport-mtl,net.rhatec.amtmobile,G,22,dev/android/transportmtl/,76,34,0,0,0,0,9352,1,0,1348592147,1366253658, 100000-500000 ,Transportation,0
TobbenTM/HiG-TimeEdit-Reader,HiG-TimeEdit-Reader,com.tobbentm.higreader,G,50,/,27,47,0,0,0,0,3258,1,0,1378202237,1428397295, 1000-5000 ,Tools,0
maeldiy/phone_door,phone_door,com.rcreations.ipcamviewer&amp,G,12,/,7,4,0,0,0,0,716,1,0,1366223946,1376771629, 5000000-10000000 ,Tools,0
dmide/DubnaBus,DubnaBus,ru.ratadubna.dubnabus,G,73,/,21,23,0,0,0,0,2249,2,0,1358273125,1424705358, 5000-10000 ,Transportation,0
codeTom/glstn,glstn,sk.ayazi.glstnzastupovanie,G,51,/,16,115,0,0,0,3,5615,1,0,1380137277,1421790733, 100-500 ,Education,9
Mikuz/Boarder,Boarder,fi.mikuz.boarder,G,262,/,77,47,0,0,0,0,15729,1,3,1336077002,1402951783, 100-500 ,Media & Video,13
cadeli/CdlUI,CdlUI,com.cadeli.dmFree,G,109,CdlUIg/,22,4,0,0,0,0,3712,1,0,1373295250,1429256882, 100000-500000 ,Music and audio,0
Mortech/HexGame_Android2,HexGame_Android2,com.sam.hex,G,291,/,57,81,0,0,0,0,10637,6,0,1318378695,1336958799, 50000-100000 ,Games,0
snow/sahara,sahara,cc.firebloom.sahara,G,87,app/src/main/,20,9,0,0,0,0,4213,1,0,1345468144,1428158617, 500-1000 ,Tools,2
Zyg0te/FuelPlanner,FuelPlanner,com.connectutb.xfuel,G,158,Android/xFuel/app/src/main/,18,20,0,0,0,0,2102,1,1,1358780501,1453818827, 500-1000 ,Tools,0
chunmeng/StorageWidget,StorageWidget,com.tempura.storagewidget,G,29,/,8,20,0,0,0,9,1023,2,0,1353595066,1357379562, 10000-50000 ,Tools,5
renlijie/TripTrack,TripTrack,com.triptrack,G,41,/,20,113,0,0,0,0,2259,1,3,1337195753,1417252902, 500-1000 ,Travel & Local,0
tobijanssen/GSOPlan,GSOPlan,de.janssen.android.gsoplan,G,21,/,43,25,0,0,0,0,8557,1,0,1349344200,1374480766, 1000-5000 ,Education,0
jacekkopecky/parkjam,parkjam,uk.ac.open.kmi.parking,G,18,/,889,36,0,0,0,0,162531,1,0,1368028422,1376930579, 500-1000 ,Transportation,0
frankkienl/LiveViewNotifications,LiveViewNotifications,nl.frankkie.livenotifications,G,12,/,25,9,0,0,0,0,3115,1,0,1371991566,1380735498, 1000-5000 ,Productivity,0
Sublimis/GlowMyMind,GlowMyMind,com.sublimis.glowalert,G,11,GlowMyMind/,8,12,0,0,0,0,1051,1,0,1379603770,1391423812, 10000-50000 ,Tools,0
edwise/DedicaMNS,DedicaMNS,com.edwise.dedicamns,G,108,/,35,34,0,0,0,0,5379,1,0,1344790675,1412105519, 500-1000 ,Productivity,1
lukakama/klets-plugins,klets-plugins,com.voicecontrolapp.pluginpack,G,18,/,16,9,0,0,0,0,2267,1,0,1367496879,1392324514, 5000-10000 ,Productivity,0
alirezaostovar/codeoffloading,codeoffloading,pl.speedtest.android&amp,G,18,AllApps_Client/Huffman_Client/,17,11,0,0,0,0,1969,1,0,1374582947,1380658426, 5000000-10000000 ,Tools,0
thalespf/wizard-maker-android,wizard-maker-android,com.thalespf.library.wizardmaker.samplelist,G,12,/,34,30,0,0,0,0,3365,1,0,1365306461,1386006682, 100-500 ,Libraries & Demo,0
LoicLWRT/FieldTracer,FieldTracer,org.servalproject,G,37,android_app/,14,23,0,0,0,0,2211,1,0,1363256715,1371270947, 100000-500000 ,Communication,0
monsterkitten/is.gd,is.gd,com.monsterkitten.is_gd,G,20,/,4,21,0,0,0,0,313,1,0,1371006026,1377063906, 500-1000 ,Tools,0
JoseGD/MonthCalendarWidget,MonthCalendarWidget,com.josegd.monthcalwidget,G,25,/,12,32,0,0,0,0,1012,1,0,1306783498,1380751336, 1000000-5000000 ,Productivity,7
thamizha/android-tamilvisai,android-tamilvisai,com.tamil.visai&amp,G,25,tamilvisai/,12,21,0,0,0,0,2942,3,0,1291984840,1365849762, 100000-500000 ,Tools,0
dkovalkov/Sketcher-Tab,Sketcher-Tab,org.sketchertab,G,49,/,25,47,2,1,0,0,2029,1,0,1316023480,1420484495, 50000-100000 ,Media & Video,4
TomTasche/OpenDocument.droid,OpenDocument.droid,at.tomtasche.reader,G,233,/,25,29,0,0,0,0,3882,1,1,1287480717,1383683362, 1000000-5000000 ,Business,16
mkttanabe/stone-for-Android,stone-for-Android,jp.klab.stone,G,11,/,18,12,0,0,0,0,3541,1,0,1307079271,1432854672, 5000-10000 ,Communication,1
gostaj/MtGoxWidget,MtGoxWidget,st.brothas.ccwidget,G,21,/,13,14,0,0,0,0,1687,1,0,1299013969,1402081047, 500-1000 ,Finance,0
tobykurien/GoogleApps,GoogleApps,com.tobykurien.google_news,G,87,/,7,12,0,0,0,0,724,4,0,1319724852,1440165696, 10000-50000 ,Communication,9
artiomchi/Dual-Battery-Widget,Dual-Battery-Widget,org.flexlabs.widgets.dualbattery,G,157,/,78,59,0,0,0,0,13382,1,1,1308039141,1344767780, 1000000-5000000 ,Tools,20
aleksz/rss-reader,rss-reader,com.gmail.at.zhuikov.aleksandr.rssreader,G,20,/,33,16,0,0,0,0,2648,1,0,1312832725,1381823137, 100-500 ,Productivity,0
MarcBernstein/Every-Word-Helper,Every-Word-Helper,com.mcbtech.everywordhelper,G,34,EveryWordHelper/src/main/,3,6,0,0,0,0,547,1,0,1304480118,1409118353, 1000-5000 ,Entertainment,0
BilingualAphasia/AndroidBilingualAphasiaTest,AndroidBilingualAphasiaTest,ca.ilanguage.bilingualaphasiatest,G,309,androidsource/,3,17,0,0,0,1,735,2,0,1301151539,1354550094, 1000-5000 ,Medicine,9
