id,sha,repo,fileName,issueType,commitLink,commitMessage,locs,devActivities
14,669a7d9,bkueng/clash_of_balls,src/com/android/game/clash_of_the_balls/game/GameBase.java,FloatMath,https://github.com/bkueng/clash_of_balls/commit/669a7d935abd64fc4342a068fc418c93473d33e6#diff-718286d11b0959c409902ae330cbdfce,-\=+ Box2D integration: dummy Box2D: coordinate system is the same... body position is same as old position dummy Box2D objects: World... Body in StaticGameObject (replacing position & angle) dummy fixed timestep of 30 ms for box2d dummy collision detection,673,"App enhancement, Bug fixing"
15,969009f,MAVProxyUser/NoTauLabsNag,androidgcs/src/com/MobileAnarchy/Android/Widgets/Joystick/JoystickView.java,FloatMath,https://github.com/MAVProxyUser/NoTauLabsNag/commit/969009f25e3f41068f1422f397fb337a32308b37#diff-07ab515a1e05e2616cc6e80ae635dd26,Remove Controller Icon... Replace with Wizard Icon. Yank out Controller code and Remove Mobile Anarchy library I use a quick Wizard hat logo from Icon Archive - http://www.iconarchive.com/show/icons8-metro-style-icons-by-visualpharm/Halloween-Wizard-icon.html,520,"Code re-organization, App enhancement, API management"
16,3772298,MAVProxyUser/NoTauLabsNag,androidgcs/src/org/openpilot_nonag/androidgcs/OsgViewer.java,FloatMath,https://github.com/MAVProxyUser/NoTauLabsNag/commit/37722985a450d2f20a5a4e97dc45897a76d5f71e#diff-8e252dab45d68980cfdedaa57eec8133,delete osgviewer and try to set thread classpath,324,Code re-organization
17,04c62b8,ryanamaral/android-quill,src/com/write/Quill/HandwriterView.java,FloatMath,https://github.com/ryanamaral/android-quill/commit/04c62b8b259053da4d727ccd973f40a72cc9276c#diff-d4d62d9c58424235a9fd3f37f69f7591,Refactoring the remaining touch handlers,308,Code re-organization
18,6d090a0,bkueng/clash_of_balls,src/com/android/game/clash_of_the_balls/game/GameBase.java,FloatMath,https://github.com/bkueng/clash_of_balls/commit/6d090a0a26769b9c95e841dd84e3df5261839cf3#diff-718286d11b0959c409902ae330cbdfce,Rectangle - Player collision (not working properly),249,User experience improvement
19,68626a2,ryanamaral/android-quill,src/com/write/Quill/HandwriterView.java,FloatMath,https://github.com/ryanamaral/android-quill/commit/68626a291429677a5349c9cdc3d3f7d635aac032#diff-d4d62d9c58424235a9fd3f37f69f7591,Refactoring touch handler for move/zoom,222,Code re-organization
20,b0bf3887,almalence/OpenCamera,src/com/almalence/plugins/capture/panoramaaugmented/PanoramaAugmentedCapturePlugin.java,FloatMath,https://github.com/almalence/OpenCamera/commit/b0bf388775d23f55d4344d5b184400b03ef415fe#diff-517fcfc07807dbe1eab506ffe94c6694,Merge branch 'master' of https://github.com/almalence/OpenCamera.git,86,Project management
21,206d448,GDG-Korea/PinterestLikeAdapterView,src/com/huewu/pla/lib/internal/PLA_AdapterView.java,HandlerLeak,https://github.com/GDG-Korea/PinterestLikeAdapterView/commit/206d448c21175dec370614e78ebebdb7b1ce378e#diff-8a4bf6449baaaf113f260951087b0bb0,fix layout children bug. remove non-used selection realted codes... fix multi header view bug.,2011,"Code re-organization, Bug fixing"
22,947fef0,karkum/HokieHelper,src/org/mad/app/hokiehelper/Dining_HallInformationActivity.java,HandlerLeak,https://github.com/karkum/HokieHelper/commit/947fef0ced3965ec1f1382dc2381dbe6924b9be6#diff-23d95db92454eef41a9601a75241d84d,Bug fixes Moved nutrition fact database initialization to a different class to prevent errors. Going to add the 10 minute no-refresh thing back into Twitter Feed and also fix a bug where it will crash if there's no network connection tomorrow. just need to rearrange some things so it works with the Runnable interface.,1071,"Bug fixing, App enhancement, Storage management, User experience improvement"
23,e6df327,nanoConverter/src/com/nanoconverter/zlab/NanoConverter.java,ZorgeR/nanoConverter,HandlerLeak,https://github.com/ZorgeR/nanoConverter/commit/e6df327e45658fa49c5569724a2f7e1af7b7256c#diff-af7feeb0edd46991d4ed23ef510e81ba,0.7.7: - new xml parser - remove handler - add disclaimer (./COPYING) Signed-off-by: Zorge.R <zorg.rhrd@gmail.com>,810,"App enhancement, Code re-organization"
24,3146eb3,AmrutSai/sikuna,src/uk/org/rivernile/edinburghbustracker/android/DisplayStopDataActivity.java,HandlerLeak,https://github.com/AmrutSai/sikuna/commit/3146eb3ee4739edf223e72f47cb64f0594ddd12a#diff-17006ee2185d388122793c87caf1ae15,A massive commit with lots of things. The biggest thing to note is the inclusion of the Compatibility Library and the move to using Fragments in the UI.,661,"API management,Code re-organization"
25,68bf96b0,almalence/OpenCamera,src/com/almalence/plugins/vf/zoom/ZoomVFPlugin.java,HandlerLeak,https://github.com/almalence/OpenCamera/commit/68bf96b01409f66b81ef9c366a4f4bf6e3d284ba#diff-9f94e31396dd04f29397284b6d6db5df,Merge branch 'master' of https://github.com/almalence/OpenCamera.git,409,Project management
26,cfaf338,rulogarcillan/PainLog,app/src/main/java/com/pain/log/painlog/negocio/MainActivity.java,HandlerLeak,https://github.com/rulogarcillan/PainLog/commit/cfaf338c066ae94b0baf98bc1371c78d9c33b624#diff-188e5933745abd33d26c3264214729ca,Release 1.2,385,Project management
27,155278e,ZorgeR/nanoConverter,Source/src/com/nanoconverter/zlab/NanoConverter.java,HandlerLeak,https://github.com/ZorgeR/nanoConverter/commit/155278e39cd6df96a402bc4809fe15a1fb13d51b#diff-af7feeb0edd46991d4ed23ef510e81ba,0.7.6: - fix crash when input is incorrect - some optimization - remove about from menu Signed-off-by: Zorge.R <zorg.rhrd@gmail.com>,380,"Bug fixing, Code re-organization"
28,b9b02edb,zom/Zom-Android,src/info/guardianproject/otr/app/im/app/ChatView.java,HandlerLeak,https://github.com/zom/Zom-Android-XMPP/commit/b9b02edb5b38a73cb28173e6d7b5c257b82d7847#diff-bba7e0f8ca5c96739bc1ad09468e0e83,move OTRDATA handling into service/bg,366,Code re-organization
29,a18120a,antoniy/Gidder,src/net/antoniy/gidder/ui/activity/DonateActivity.java,HandlerLeak,https://github.com/antoniy/Gidder/commit/a18120a44c20756b34486b43f7afd62a04ee1af3#diff-af385f36956895efd8d61b86625c22ae,Fix a lot of small issues. Remove unused configuration from settings. Remove development data from DBHelper. Remove PayPal integration library and just use web for now.,358,"Bug fixing, Code re-organization, Storage management, API management"
30,c0ef6b8,mobiRic/StackFlairWidget,src/com/mobiric/stackflairwidget/activity/SettingsActivity.java,HandlerLeak,https://github.com/mobiRic/StackFlairWidget/commit/c0ef6b8dea91d7b30159cf823086d4357c532ef8#diff-e4c49d6ac2f33e433f149474379b8e62,Cleanup removed TODO... compiler warnings... unused NetWatcher class etc. Big change was creation of StaticSafeHandler as a new pattern to avoid memory leaks commonly encountered when using an inner-class Handler.,267,"Code re-organization,Bug fixing"
31,152f129,xtuaok/android_share_gyazo,app/src/main/java/xtuaok/sharegyazo/UploadService.java,Recycle,https://github.com/xtuaok/android_share_gyazo/commit/152f1295562730e832b6910f36b660687b4a86ea#diff-3aab80b0aee56879d5b9743ae4d16ce2,"Fix scurity violation issue. - add vector icons - update README - use okhttp instead of Android HttpURLConnection - retry when force closed by system (lowmemkiller) - largeHeap=""true""",612,"Bug fixing, App enhancement, Project management, Sensing & communication"
32,7e99158,username115/FRCScouting,src/org/frc836/database/DB.java,Recycle,https://github.com/username115/FRCScouting/commit/7e99158a085504589869a395c054c023469aa0ab#diff-4b429a57b7c5d95c91d3297d9424a2fa,Cursors are now properly closed when they are done being used.,598,"Storage management, Bug fixing"
33,3bca9e2,dirktrossen/AIRS,src/com/airs/AIRS_sync.java,Recycle,https://github.com/dirktrossen/AIRS/commit/3bca9e2629a80d3ef1c6d97ed725f1ca2bf403dc#diff-1355ce6c7b63f93aa0dd7c5ac50901f7,V2.5.2 - bugfixes,587,Bug fixing
34,44af8cd,jajimenez/workpage,workpage/src/jajimenez/workpage/data/DataManager.java,Recycle,https://github.com/jajimenez/workpage/commit/44af8cd1f1ba6b8f5b54636bb5ed3b18834a9a00#diff-3ea3adecd678994af3352e1f0c049b49,Tag filtering improved.,300,App enhancement
35,7835b6f,v1k/palabras,src/com/mates120/myword/DataSource.java,Recycle,https://github.com/v1k/palabras/commit/7835b6f2d3366471fd492b39ec2bc132025bad46,Move main database to provider change work with dictionaries.,266,Storage management
36,e0c5a63b,makings/mst,src/org/qii/weiciyuan/ui/interfaces/AbstractAppActivity.java,Recycle,https://github.com/makings/mst/commit/e0c5a63bae0a8f74aaa2dd8bf79631726d442c57#diff-aae9da4a009ba70ecf9a09b270605d39,refactor async bitmap download,236,Code re-organization
37,4b05f6d,adiviness/DrunkFriend,src/com/austindiviness/drunkfriend/MainActivity.java,Recycle,https://github.com/adiviness/DrunkFriend/commit/4b05f6dce694a43d7d52a61e38071dbbf1126259#diff-5ebe7a5684118930858b02af32cf52a0,Merge branch 'working',216,Project management
38,53f5e06,SunyataZero/KindMind,src/com/sunyata/kindmind/Details/DetailsFragmentC.java,Recycle,https://github.com/SunyataZero/KindMind/commit/53f5e0642c10d4a8237214cf7984ee5b46f04a1e#diff-250ab12e32302fd36abbec3a70effd25,X *scrollview,200,User experience improvement
39,3d4b3a7f,makings/mst,src/org/qii/weiciyuan/ui/adapter/StatusesListAdapter.java,Recycle,https://github.com/makings/mst/commit/3d4b3a7f32658acb99baece66521d2c9f07dad98#diff-6b982442b85e55c9f01c7db834f24364,refactor,196,Code re-organization
40,59e6981,SunyataZero/KindMind,src/com/sunyata/kindmind/ListFragmentC.java,Recycle,https://github.com/SunyataZero/KindMind/commit/59e6981681b769fe4f856fac198e28c169319d76#diff-7bb862a6ed8ebfe5f4196fa51636314f,Added pattern table and am working on getting kindsort to work with the sql database,188,"App enhancement, Storage management"
41,87b89f9,Odoo-mobile/messaging,src/com/openerp/addons/messages/Message.java,UseSparseArrays,https://github.com/Odoo-mobile/messaging/commit/87b89f9fdbfd3a657947ce5404a3ea83e487d9d2#diff-3b2e9343d74405be9eeab3a9da086178,[IMP] Improved performance of Message module. Code improved. Starred... make (un)read improved,1313,"Bug fixing,Code re-organization,App enhancement"
42,65c828e,mi9rom/achartengine,achartengine/src/org/achartengine/GraphicalActivity.java,UseSparseArrays,https://github.com/mi9rom/achartengine/commit/65c828e3a55b17071c5b7fd4b7fad73f98da07a6#diff-dc6480e63d7ca4e5dfc4ddefa50a30bc,Reverted to changeset #15. git-svn-id: http://achartengine.googlecode.com/svn/trunk@20 0b5bfab6-fc16-11dd-ac65-f74f249cfaac,281,Project management
43,845d1af,android-flash-cards,src/org/thomasamsler/android/flashcards/pager/CardsPager.java,UseSparseArrays,https://github.com/tamsler/android-flash-cards/commit/845d1af154cd7a88606b6821ac89631225e2a1bf#diff-f630a4bb4de4147b24c7d4bf85ffae99,Various BugFixes.,250,Bug fixing
44,b6695e3,sticksoft/ADCPU-16Emu,src/uk/co/sticksoft/adce/MainActivity.java,UseSparseArrays,https://github.com/sticksoft/ADCPU-16Emu/commit/b6695e32debc3e62f9904d6e7b16321f46859314#diff-3ecaf620173e55543fed9cb200eaae6e,Separated UI into tabs Added a console output tab,243,"User experience improvement, App enhancement"
45,c8dc1209,google/paco,Paco/src/com/google/android/apps/paco/DatabaseHelper.java,UseSparseArrays,https://github.com/google/paco/commit/c8dc1209d5a8387068a36a64d77d381574256ef9#diff-aaffa1a677e815dc5d59a9955f8abab4,Experiment storage migration from Android db 21 to 22 which stores experiments only as json with subtables.,232,Storage management
46,865ceb0,vogtp/android-CPU-tuner,src/ch/amana/android/cputuner/view/adapter/PagerAdapter.java,UseSparseArrays,https://github.com/vogtp/android-CPU-tuner/commit/865ceb00f2b32b70b504dbd862c4e90728831fdb#diff-b530e0ca670ce4c738ba97d51b6ad4fb,get rid of bugg UI stuff,212,"Bug fixing,User experience improvement"
47,52b48d6,xperia64/timidity-ae,src/com/xperia64/timidityae/Globals.java,UseSparseArrays,https://github.com/xperia64/timidity-ae/commit/52b48d60bbff0b27a0e827c5f700b34a0b010b4a#diff-9cccc8ec73f4710585be005043ef4030,Update to version 2.5.5,194,Project management
48,8535d1a,dkovalkov/Sketcher-Tab,src/org/sketchertab/Sketcher.java,UseSparseArrays,https://github.com/dkovalkov/Sketcher-Tab/commit/8535d1acebced69d21d3803bf4ef4bde84ec0b98#diff-b0b1420e80234a3fc665d746a94512ce,Added redo action. Changed app name. Made enum from constants. New history system.,194,"App enhancement,Code re-organization"
49,e907fa1d,vogtp/android-CPU-tuner,src/ch/amana/android/cputuner/view/fragments/StatsAdvancedFragment.java,UseSparseArrays,https://github.com/vogtp/android-CPU-tuner/commit/e907fa1d2c1a47e8f64a33976ca9267542e43c90#diff-207cd80b0ec567c792b99fec16e760ca,baseline for statistics,169,App enhancement
50,db3e892,i-p-tel/sipdroid,src/org/sipdroid/sipua/UserAgent.java,UseSparseArrays,https://github.com/i-p-tel/sipdroid/commit/db3e8927bb679e77be87146fe7b6819d634952be#diff-b7f16bd7611095b886f61a9338123bee,sipdroid: redo codec infrastructure to support arbitrary codecs Instead of having the GSM codec as special... this patch uses a plugin infrastructure to support the adding of arbitrary codecs to Siproid. It also changes the way users select codecs by adding a new 'Audio Codecs' preference screen and allowing them to select for each codec when it will be used (always... edge only or never) and also allowing them to change the order in which codecs are presented to the other end. This code also fixes a bug in the original implementation where on an incoming call... we could be presented with a codec we support that actually has a different media identifier number in the session descriptor. On incoming... it is the remote who chooses the media identifier numbers to use... so we have to do a string comparison to see if we support it and then globally use the remote's media identifier number. I also added the codec being used to the in call screen and a long delay call disconnect dialog if we find a codec mismatch on either incoming or outgoing. Signed-off-by: James Bottomley <James.Bottomley@HansenPartnership.com>,143,"App enhancement, Bug fixing"
51,4e065182,google/paco,Paco/src/com/google/android/apps/paco/ExperimentProviderUtil.java,UseValueOf,https://github.com/google/paco/commit/4e065182fc2e6c49cbc950615211d28084703cee#diff-f4405e35c8d54b7009f25434d87d9679,Android client update to new model. Still need to finish two screens: ExperimentGroupList ExperimentSchduleDetailListActivity. Then need a lot of tests.,891,"User experience improvement, Testing & debugging"
52,e1da96b,murat8505/foursquared,main/src/com/joelapenna/foursquared/FriendsActivity.java,UseValueOf,https://github.com/murat8505/foursquared/commit/e1da96bc71550fbaf0e67acb6e4f51a800f3733c#diff-0458cf1d7ba6241e0f5f8b41af792b9e,Added segmented button header to friends activity... cleaned it up removing code we're no longer using. Will continue cleaning after reformatting user details page.,535,"App enhancement, Code re-organization"
53,34b7308,bvalosek/cpuspy,src/com/bvalosek/cpuspy/CpuSpyApp.java,UseValueOf,https://github.com/bvalosek/cpuspy/commit/34b7308842d09935f2682ddcfe134bfdecb5ef80#diff-f24f1a1a5fe104ad2aba5340196ad635,Massive code rework and reformat,453,App enhancement
54,80e7aa3,namsor/gendreapp,src/com/namsor/api/samples/gendre/GenderizeTask.java,UseValueOf,https://github.com/namsor/gendreapp/commit/80e7aa3a342a95adf8378a84362f5b65fab0dcfd#diff-d41033b61e1287060ce0a53a4fd3ab42,fixed network pb - close cursor quicker - handle network errors - failed API calls will be retried,352,"Bug fixing, Storage management, Sensing & communication, API management"
55,a97ab64,murat8505/foursquared,main/src/com/joelapenna/foursquared/VenueActivity.java,UseValueOf,https://github.com/murat8505/foursquared/commit/a97ab646c87dbda699a8f210d7ce588062747cf9#diff-80d58ec86a954b8275becb71905b2adc,Reverted venue activity to using a flat listview now that list item selector is working. Android is still forcing the selector to go transparent when an item is selected and the user hits the menu key... it is quite strange.,282,"Code re-organization, User experience improvement"
56,59a1e5a,ToYonos/hfr4droid,hfr4droidCommon/src/info/toyonos/hfr4droid/common/activity/TopicsActivity.java,UseValueOf,https://github.com/ToYonos/hfr4droid/commit/59a1e5a7569270ba881f829e4c5c5d08034fc63d#diff-ee0a842eee1ee7c9574e766c848ea750,Integration of the 0.8.0 dev branch,270,Project management
57,3898cbd,ocrespo/VNCpp,VNCpp/src/es/farfuteam/vncpp/model/VncBridgeJNI.java,UseValueOf,https://github.com/ocrespo/VNCpp/commit/3898cbd38707e05e492fe483658dd06c20c536d5,JAVA: documentacion VncBridgeJNI,180,Project management
58,9f39fa3,Etsuni/YANA,src/fr/nover/yana/ShakeService.java,UseValueOf,https://github.com/NicolasGuilloux/YANA/commit/9f39fa3b37897f5e332f37755e4cc2a315c37f54#diff-23988a3e87d2d55e628471acb997ca39,"Practical reorganization of the application, Practical reorganization as well as update of the interface of the application. Thereafter, it will be necessary to store the conversation history as well on the orders made by the interface only by the service. Then it will be necessary display them automatically in the interface.",159,"App enhancement, User experience improvement"
59,3d3db42,byterom/android_external_whispersystems_TextSecure,src/org/thoughtcrime/securesms/database/SmsDatabase.java,UseValueOf,https://github.com/byterom/android_external_whispersystems_TextSecure/commit/3d3db421d3f327a2a30bb75d7144f1835b626444#diff-b7bb50f4f6280a0fb1e94ecc86d96e3d,Lint warning changes.,148,Code re-organization
60,49041d3,adq/redbus,src/org/redbus/StopMapActivity.java,UseValueOf,https://github.com/adq/redbus/commit/49041d3c61814a4376ac9d0d597fc36fa1c9cc01#diff-12b979ed7144d32e937c521c99e08687,Rework stop filter GUI,114,User experience improvement
61,80d79274,makings/mst,src/org/qii/weiciyuan/LoginActivity.java,ViewHolder,https://github.com/makings/mst/commit/80d792747d69c15fc0aa096e231db9dd7d450a1c#diff-161db37305572987f90b6b0634a7aa50,account,262,Code re-organization
62,a0dc5b0,axlecho/memo,src/com/axlecho/memo/MainActivity.java,ViewHolder,https://github.com/axlecho/memo/commit/a0dc5b0648ceb1a861ed0b5c6afc30a1b1efb369#diff-c5fe3ea06d6bf2495d2c52e5b6a1b8f2,Organized the architecture,165,Code re-organization
63,80d79274,makings/mst,src/org/qii/weiciyuan/ui/MentionsTimeLineActivity.java,ViewHolder,https://github.com/makings/mst/commit/609edd41a3d8c4e5ed223f578e4bac0bf9504a24#diff-6a05f464ee0d39141a39c68dd09c19de,homeline,105,Code re-organization
64,0f63ecd,tenaciousRas/android-hst-feed,src/net/hstfeed/activity/HSTFeedWidgetTouchOptions.java,ViewHolder,https://github.com/tenaciousRas/android-hst-feed/commit/0f63ecdd904857b735eee8fe048a9ee36f9f0236#diff-8e5b5359bf698cc1f1a43023dcf85d69,2nd configuration screen works now; refactored code from ancestor project... unfortuntely the funky architecture with child activities and bundled bitmaps remains (for now); feed download has its own handler; added support to call feed download with binder and handler; updated string resources; updated MAST copyright; bug fixes; updated manifest to target SDK v.20;,98,"User experience improvement,Code re-organization, App enhancement, Bug fixing, Project management"
65,f4ee0c8,SwapnilShahGit/foody,app/src/main/java/com/example/swapnil/squareonemenu/MainActivity.java,ViewHolder,https://github.com/SwapnilShahGit/GTAFoody/commit/f4ee0c8d03aa9403f80127bb0a167aa38f5eb2d0,trying to fix,92,Bug fixing
66,241865,dpadgett/Timer,Timer/src/org/dpadgett/timer/StopwatchFragment.java,ViewHolder,https://github.com/dpadgett/Timer/commit/0241865d2bedc136e1b129fb93ac34be9ecca8b8#diff-6b3240f6f426d1260818d47389594693,add workaround to scrolling issue. scroll to bottom now works... although a bit bouncy.,76,"App enhancement, User experience improvement"
67,a75d50a,cmykola/Lexin,src/com/example/lexinproject/data/TranslationsAdapter.java,ViewHolder,https://github.com/cmykola/Lexin/commit/a75d50a5bd0f315d8d896309448dd6baef714446#diff-580372190d7821236296be7bc3dcf9cc,History + swipe,66,User experience improvement
68,3052768,chaosbastler/opentraining,app/src/de/skubware/opentraining/activity/create_exercise/ExerciseImageListAdapter.java,ViewHolder,https://github.com/chaosbastler/opentraining/commit/3052768e385443d4a0c9c9644966ad697eaa946d#diff-d64de4cad22be473aeae124fe23ada28,Implemented ViewHolder-Pattern for ExerciseImageListAdapter (used for CreateExerciseActivity).,65,Code re-organization
69,33ec079,xperia64/timidity-ae,src/com/xperia64/timidityae/SoundfontArrayAdapter.java,ViewHolder,https://github.com/xperia64/timidity-ae/commit/33ec079a155147e816f3cb158a8a73322340b512#diff-5a0483cc8495c079f06042e676e34223,2.5.6,60,Project management
70,4512334,AmrutSai/sikuna,src/uk/org/rivernile/edinburghbustracker/android/NearestStopsActivity.java,ViewHolder,https://github.com/AmrutSai/sikuna/commit/4512334257e2b815a62acc7c6b3a04201776ce51#diff-f2a080c348148e60ae9cf8971d0746fb,The bus times fetching and Twitter feed fetching tasks have now been partially rewritten as AsyncTask tasks which should aid in code maintainability. The bus stop map can now accept stop codes in the calling Intent for zooming in to a particular stop. DisplayStopDataActivity now shows how long it has been since the last data refresh... which addresses a feature request and closes issue 16. FavouriteStopsActivity now shows a list of bus services for each saved stop and now lets users zoom to that stop on the map in the context menu. The preferences have been reordered for more logical ordering. Added a user preference where the user can elect to show the list of favourite bus stops on application start up rather than the menu. Modified a few of the custom list adapters to use convertView for faster layout drawing. NearestStopsActivity now uses some helpful hints found at http://android-developers.blogspot.com/2011/06/deep-dive-into-location.html,54,"Code re-organization,App enhancement,User experience improvement"
